oro_return,precio,inflacion_usa,volatilidad_6m,lag_3,tipos_ecb,eurusd,activo_return,desempleo,sp500_return,vix,tipos_fed,curva10Y2Y,target
-0.011139473809162359,5.754694938659668,0.026211113889767157,0.06467225703314437,0.016994921880902902,0.25,1.387694001197815,-0.08859654998745248,9.8,-0.03697424569226215,24.6200008392334,0.11,2.81,0.06539627641283441
0.032594689591989745,6.131030559539795,0.02151336357866529,0.06635783700355406,0.06053034888227882,0.25,1.3637913465499878,0.06539627641283441,9.8,0.028513689046546054,19.5,0.13,2.8,0.14847029831067027
-0.0044710719678850985,7.041306495666504,0.022861714393279886,0.0775246581632938,0.054124361941346066,0.25,1.3508037328720093,0.14847029831067027,9.9,0.058796425545497355,17.59000015258789,0.16,2.82,0.11102088552004541
0.060001728040995905,7.823038578033447,0.022067707525304403,0.08069859933437956,-0.08859654998745248,0.25,1.3298048973083496,0.11102088552004541,9.9,0.014759230482012997,22.049999237060547,0.2,2.72,-0.016124001674742816
0.027201064528451724,7.696899890899658,0.020035489292185682,0.08619191912454761,0.06539627641283441,0.25,1.2287880182266235,-0.016124001674742816,9.6,-0.08197584207319053,32.06999969482422,0.2,2.55,-0.020827157508665928
0.027470755790686807,7.536595344543457,0.011215605940686268,0.09007343596651388,0.14847029831067027,0.25,1.223002314567566,-0.020827157508665928,9.4,-0.05388244223983851,34.540000915527344,0.18,2.36,0.022741171901780932
-0.051224447071959056,7.707986354827881,0.013407784804821077,0.06894911977558743,0.11102088552004541,0.25,1.3040019273757935,0.022741171901780932,9.4,0.06877784957463517,23.5,0.18,2.39,-0.055005441137324196
0.04391126333946471,7.284005165100098,0.011501775395112546,0.08071113433300768,-0.016124001674742816,0.25,1.266592264175415,-0.055005441137324196,9.5,-0.04744918363260475,26.049999237060547,0.19,2.0,0.1672154916191544
0.06015788600319949,8.50200366973877,0.011183122472331775,0.08630358609681014,-0.020827157508665928,0.25,1.3628062009811401,0.1672154916191544,9.5,0.08755110305113556,23.700000762939453,0.19,2.11,0.060722174107293636
0.03769683813820657,9.018263816833496,0.011666951489314625,0.07960643818667552,0.022741171901780932,0.25,1.377808928489685,0.060722174107293636,9.4,0.03685599403554063,21.200000762939453,0.19,2.29,0.033789835068237295
0.02055856231374298,9.322989463806152,0.01084544776600338,0.07682662394147846,-0.055005441137324196,0.25,1.3103927373886108,0.033789835068237295,9.8,-0.002290249746576656,23.540000915527344,0.19,2.36,0.03667052208076149
0.02606496432197658,9.664868354797363,0.01437793022217937,0.07193457239158384,0.1672154916191544,0.25,1.3301233053207397,0.03667052208076149,9.3,0.06530004034715509,17.75,0.18,2.69,0.0519593315762068
